host id,host url,name,host since,location,response time,response rate,is superhost,neighbourhood,listingsCount,verifications,has profile pic,identity verified
178631771,https://www.airbnb.com/users/show/178631771,Malene,2018-03-15,"London, England, United Kingdom",within an hour,100%,f,RB of Kingston upon Thames,1.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f
51053032,https://www.airbnb.com/users/show/51053032,Leanne,2015-12-11,"London, England, United Kingdom",within a day,60%,f,,1.0,"['email', 'phone', 'reviews']",t,f
2030713,https://www.airbnb.com/users/show/2030713,Roz,2012-03-29,"Kingston upon Thames, England, United Kingdom",,,f,RB of Kingston upon Thames,1.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t
40342649,https://www.airbnb.com/users/show/40342649,Susie,2015-08-03,"Worcester Park, England, United Kingdom",,,f,,1.0,"['email', 'phone', 'reviews']",t,f
4301907,https://www.airbnb.com/users/show/4301907,Issam,2012-12-02,"New Malden, England, United Kingdom",within a few hours,100%,f,,1.0,"['email', 'phone', 'reviews', 'jumio']",t,f
7986639,https://www.airbnb.com/users/show/7986639,Joan,2013-08-06,"Surbiton, England, United Kingdom",,,f,RB of Kingston upon Thames,1.0,"['email', 'phone', 'google']",t,f
35316592,https://www.airbnb.com/users/show/35316592,Ben,2015-06-08,"London, United Kingdom",within a few hours,100%,t,,1.0,"['email', 'phone', 'reviews', 'jumio', 'work_email']",t,t
160703945,https://www.airbnb.com/users/show/160703945,Nagi,2017-11-30,"25 windermere road, london, SW15 £qp, UK",a few days or more,0%,f,,1.0,"['email', 'phone', 'reviews', 'selfie']",t,f
77447824,https://www.airbnb.com/users/show/77447824,Cristina,2016-06-13,"Kingston upon Thames, England, United Kingdom",,,f,,2.0,"['email', 'phone', 'reviews']",t,f
12569558,https://www.airbnb.com/users/show/12569558,Naimish,2014-02-25,GB,,,f,RB of Kingston upon Thames,1.0,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t
47251824,https://www.airbnb.com/users/show/47251824,Daniela,2015-10-23,"London, England, United Kingdom",a few days or more,0%,f,,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f
31406600,https://www.airbnb.com/users/show/31406600,Ramune,2015-04-17,"London, England, United Kingdom",,,f,RB of Kingston upon Thames,1.0,"['email', 'phone']",t,f
174823048,https://www.airbnb.com/users/show/174823048,Michelle,2018-02-22,"England, United Kingdom",within an hour,100%,f,,1.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f
133690913,https://www.airbnb.com/users/show/133690913,Ying,2017-06-06,SE,,,f,RB of Kingston upon Thames,1.0,"['email', 'phone']",t,f
46779014,https://www.airbnb.com/users/show/46779014,Kezra,2015-10-17,"Kingston upon Thames, England, United Kingdom",,,f,,1.0,"['email', 'phone', 'reviews']",t,f
30952945,https://www.airbnb.com/users/show/30952945,Trish,2015-04-10,"London, United Kingdom",,,f,RB of Kingston upon Thames,1.0,"['email', 'phone', 'reviews']",t,f
18154504,https://www.airbnb.com/users/show/18154504,Anas,2014-07-15,London,within a day,50%,f,RB of Kingston upon Thames,1.0,"['email', 'phone', 'reviews', 'jumio']",t,t
18337768,https://www.airbnb.com/users/show/18337768,Lisa,2014-07-18,"Kingston upon Thames, England, United Kingdom",within a few hours,100%,f,,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f
160144145,https://www.airbnb.com/users/show/160144145,Linita,2017-11-26,"England, United Kingdom",within an hour,100%,f,RB of Kingston upon Thames,1.0,"['email', 'phone', 'reviews']",t,f
88553537,https://www.airbnb.com/users/show/88553537,Elliott,2016-08-07,"Surbiton, England, United Kingdom",within a few hours,100%,f,RB of Kingston upon Thames,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
31551389,https://www.airbnb.com/users/show/31551389,Anton,2015-04-19,"Kingston upon Thames, England, United Kingdom",,,f,,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t
9186837,https://www.airbnb.com/users/show/9186837,Dominic,2015-10-13,"London, England, United Kingdom",within a day,100%,f,,2.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,f
6442547,https://www.airbnb.com/users/show/6442547,Nel,2013-05-17,London,,,f,RB of Kingston upon Thames,1.0,"['email', 'phone', 'reviews', 'jumio']",t,t
47009234,https://www.airbnb.com/users/show/47009234,Mark,2015-10-20,"Worcester, England, United Kingdom",within an hour,100%,f,RB of Kingston upon Thames,2.0,"['email', 'phone', 'reviews']",t,f
26551969,https://www.airbnb.com/users/show/26551969,Tulip,2015-01-22,"Kingston upon Thames, England, United Kingdom",within an hour,100%,f,,1.0,"['email', 'phone', 'reviews']",t,f
31928634,https://www.airbnb.com/users/show/31928634,Tim,2015-04-25,"London, England, United Kingdom",within an hour,100%,f,,2.0,"['email', 'phone', 'reviews']",t,f
139575599,https://www.airbnb.com/users/show/139575599,Nello,2017-07-10,"Surbiton, England, United Kingdom",within an hour,100%,f,RB of Kingston upon Thames,1.0,"['email', 'phone', 'linkedin', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t
15082436,https://www.airbnb.com/users/show/15082436,Paolo & Lia,2014-05-04,"London, United Kingdom",within a few hours,83%,t,,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
135780318,https://www.airbnb.com/users/show/135780318,Mahesh,2017-06-19,IN,within an hour,100%,f,,1.0,"['email', 'phone', 'reviews']",t,f
49493063,https://www.airbnb.com/users/show/49493063,Janelle,2015-11-20,"Kingston upon Thames, England, United Kingdom",within an hour,100%,f,RB of Kingston upon Thames,2.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f
26345340,https://www.airbnb.com/users/show/26345340,Sheni,2015-01-19,"London, United Kingdom",within a day,90%,f,RB of Kingston upon Thames,9.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t
76813809,https://www.airbnb.com/users/show/76813809,Tom,2016-06-09,GB,within a few hours,100%,f,,1.0,"['phone', 'facebook', 'reviews']",t,f
99319364,https://www.airbnb.com/users/show/99319364,Karen,2016-10-12,"London, England, United Kingdom",within an hour,100%,f,RB of Kingston upon Thames,3.0,"['email', 'phone', 'reviews']",t,f
155009129,https://www.airbnb.com/users/show/155009129,Ali,2017-10-17,"London, England, United Kingdom",within a few hours,100%,f,RB of Kingston upon Thames,2.0,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,f
20926404,https://www.airbnb.com/users/show/20926404,Helen,2014-09-04,"Kingston upon Thames, England, United Kingdom",within a few hours,100%,f,RB of Kingston upon Thames,1.0,"['email', 'phone', 'reviews']",t,f
8643725,https://www.airbnb.com/users/show/8643725,Richard,2013-09-05,"Bowbrook, England, United Kingdom",,,f,,1.0,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id', 'work_email']",t,t
4569752,https://www.airbnb.com/users/show/4569752,Sergio,2013-01-03,"Kingston upon Thames, England, United Kingdom",within a few hours,100%,f,,2.0,"['email', 'phone', 'reviews', 'work_email']",t,f
8163110,https://www.airbnb.com/users/show/8163110,Michelle,2013-08-14,London,within a few hours,100%,f,,1.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t
14985624,https://www.airbnb.com/users/show/14985624,Tahlia,2014-05-01,"London, United Kingdom",within an hour,100%,f,,1.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f
154371510,https://www.airbnb.com/users/show/154371510,Emile,2017-10-12,"England, United Kingdom",within an hour,100%,f,,1.0,"['phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f
15360548,https://www.airbnb.com/users/show/15360548,Mila,2014-05-11,Southwest london,,,f,RB of Kingston upon Thames,1.0,"['email', 'phone', 'jumio']",t,f
93582413,https://www.airbnb.com/users/show/93582413,Tiger,2016-09-05,"London, England, United Kingdom",within an hour,100%,f,RB of Kingston upon Thames,1.0,"['email', 'phone', 'reviews']",t,f
10097876,https://www.airbnb.com/users/show/10097876,Sarah,2013-11-18,"England, United Kingdom",,,f,,1.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t
76105733,https://www.airbnb.com/users/show/76105733,Oluwaseun,2016-06-06,"Coventry, England, United Kingdom",within a day,100%,f,LB of Croydon,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t
26359679,https://www.airbnb.com/users/show/26359679,Matteo,2015-01-19,"London, United Kingdom",a few days or more,0%,f,,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t
80002496,https://www.airbnb.com/users/show/80002496,Kristal,2016-06-26,"London, England, United Kingdom",,,f,LB of Croydon,1.0,"['email', 'phone', 'reviews']",t,f
20221967,https://www.airbnb.com/users/show/20221967,Max And Fran,2014-08-18,"London, United Kingdom",within a few hours,100%,f,LB of Croydon,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
11103232,https://www.airbnb.com/users/show/11103232,Vikki,2014-01-07,"London, England, United Kingdom",within an hour,100%,f,Crystal Palace,1.0,"['email', 'phone', 'reviews']",t,f
133223492,https://www.airbnb.com/users/show/133223492,Melie,2017-06-03,GB,within an hour,100%,f,LB of Croydon,1.0,"['email', 'phone']",t,f
165103122,https://www.airbnb.com/users/show/165103122,Alex,2017-12-31,"England, United Kingdom",within a few hours,100%,f,,1.0,"['email', 'phone', 'reviews']",t,f
103819923,https://www.airbnb.com/users/show/103819923,Adrian,2016-11-15,"London, England, United Kingdom",within an hour,100%,t,,1.0,"['email', 'phone', 'reviews']",t,f
169700200,https://www.airbnb.com/users/show/169700200,Dan,2018-01-24,GB,within an hour,72%,f,,1.0,"['email', 'phone']",t,f
98964334,https://www.airbnb.com/users/show/98964334,Clare,2016-10-09,"Thornton Heath, England, United Kingdom",within an hour,100%,f,LB of Croydon,1.0,"['phone', 'facebook', 'reviews']",t,f
107763215,https://www.airbnb.com/users/show/107763215,Louis,2016-12-19,"London, England, United Kingdom",,,f,,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f
22416092,https://www.airbnb.com/users/show/22416092,Juliet,2014-10-11,"London, United Kingdom",within a few hours,100%,f,,1.0,"['email', 'phone', 'reviews']",t,f
33448255,https://www.airbnb.com/users/show/33448255,Malgorzata,2015-05-15,"London, United Kingdom",,,f,,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f
177193988,https://www.airbnb.com/users/show/177193988,Pamelia,2018-03-07,GB,within a few hours,100%,f,LB of Croydon,1.0,['phone'],t,f
155280568,https://www.airbnb.com/users/show/155280568,Ganna,2017-10-19,"London, England, United Kingdom",within a few hours,100%,f,LB of Croydon,1.0,"['email', 'phone', 'facebook']",t,f
178062621,https://www.airbnb.com/users/show/178062621,Peter,2018-03-12,GB,within a few hours,100%,f,,1.0,"['email', 'phone', 'google']",t,f
19389759,https://www.airbnb.com/users/show/19389759,Catherine,2014-08-03,"London, United Kingdom",within a few hours,100%,f,,1.0,"['email', 'phone', 'linkedin', 'reviews', 'jumio', 'government_id']",t,t
41382499,https://www.airbnb.com/users/show/41382499,Joseph,2015-08-13,"Holden, England, United Kingdom",within an hour,100%,f,LB of Croydon,1.0,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']",t,t
31237502,https://www.airbnb.com/users/show/31237502,Natasha,2015-04-14,UK,,,f,LB of Croydon,1.0,"['email', 'phone', 'google', 'reviews', 'jumio']",t,t
80456691,https://www.airbnb.com/users/show/80456691,Natella,2016-06-28,"London, England, United Kingdom",within a day,50%,f,LB of Croydon,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t
53253362,https://www.airbnb.com/users/show/53253362,Simon,2016-01-04,"London, England, United Kingdom",within an hour,100%,t,Crystal Palace,1.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio', 'government_id', 'work_email']",t,t
112413115,https://www.airbnb.com/users/show/112413115,Mary,2017-01-20,"London, England, United Kingdom",within an hour,90%,f,,1.0,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,f
33717044,https://www.airbnb.com/users/show/33717044,Claire,2015-05-19,"London, United Kingdom",,,f,,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id', 'work_email']",t,t
79038271,https://www.airbnb.com/users/show/79038271,Susan,2016-06-21,"London, England, United Kingdom",within an hour,100%,f,LB of Croydon,1.0,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio', 'government_id']",t,t
14425654,https://www.airbnb.com/users/show/14425654,Anna,2014-04-18,"London, UK",a few days or more,0%,f,Crystal Palace,1.0,"['email', 'phone', 'reviews', 'jumio']",t,t
45839522,https://www.airbnb.com/users/show/45839522,Adam,2015-10-05,"England, United Kingdom",within an hour,100%,f,,1.0,"['email', 'phone']",t,f
12563987,https://www.airbnb.com/users/show/12563987,Natasha,2014-02-25,"Bedford, England, United Kingdom",,,f,Crystal Palace,1.0,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,t
182377114,https://www.airbnb.com/users/show/182377114,Garth,2018-04-04,GB,,,f,LB of Croydon,1.0,"['email', 'phone']",t,f
85930404,https://www.airbnb.com/users/show/85930404,Charlotte,2016-07-25,"London, England, United Kingdom",within a day,86%,f,,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t
20949155,https://www.airbnb.com/users/show/20949155,Khosrov,2014-09-04,"Los Angeles, California, United States",within an hour,100%,f,LB of Croydon,1.0,"['email', 'phone', 'reviews', 'kba']",t,t
32119989,https://www.airbnb.com/users/show/32119989,Ola,2015-04-28,UK,within a few hours,100%,f,LB of Croydon,1.0,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']",t,t
73577900,https://www.airbnb.com/users/show/73577900,Olu Michael,2016-05-23,"London, England, United Kingdom",within a few hours,100%,f,LB of Croydon,4.0,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']",t,t
29556263,https://www.airbnb.com/users/show/29556263,Justin,2015-03-18,"London, England, United Kingdom",within a day,90%,f,,1.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f
181998895,https://www.airbnb.com/users/show/181998895,Andy,2018-04-02,"London, England, United Kingdom",,,f,,2.0,"['email', 'phone', 'selfie']",t,f
19229244,https://www.airbnb.com/users/show/19229244,Blue,2014-07-31,London,,,f,LB of Croydon,1.0,"['email', 'phone', 'reviews', 'jumio']",t,t
49880165,https://www.airbnb.com/users/show/49880165,Harriet,2015-11-25,"London, England, United Kingdom",,,f,LB of Croydon,1.0,"['email', 'phone', 'reviews', 'jumio']",t,t
31773999,https://www.airbnb.com/users/show/31773999,Gary,2015-04-23,"Croydon, England, United Kingdom",,,f,LB of Croydon,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f
55311898,https://www.airbnb.com/users/show/55311898,Louise,2016-01-19,"South Croydon, England, United Kingdom",within a day,100%,f,,0.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t
20172745,https://www.airbnb.com/users/show/20172745,Olga,2014-08-17,"London, United Kingdom",a few days or more,0%,f,,1.0,"['email', 'phone', 'reviews', 'jumio']",t,t
143126826,https://www.airbnb.com/users/show/143126826,Rachel,2017-07-29,GB,,,f,LB of Croydon,1.0,"['email', 'phone']",t,f
110395933,https://www.airbnb.com/users/show/110395933,Anna Kay,2017-01-08,"Chatham, England, United Kingdom",within an hour,90%,f,LB of Croydon,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,f
7517421,https://www.airbnb.com/users/show/7517421,Simone,2013-07-16,"London, United Kingdom",within a few hours,100%,f,LB of Croydon,3.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'kba', 'government_id']",t,t
181017671,https://www.airbnb.com/users/show/181017671,Jay,2018-03-28,GB,,,f,LB of Croydon,1.0,"['email', 'phone']",t,f
22033798,https://www.airbnb.com/users/show/22033798,Camilla,2014-10-02,LONDON,within a few hours,90%,t,LB of Croydon,1.0,"['email', 'phone', 'reviews']",t,f
59759726,https://www.airbnb.com/users/show/59759726,Arun,2016-02-21,GB,a few days or more,0%,f,LB of Croydon,1.0,['phone'],t,f
27161118,https://www.airbnb.com/users/show/27161118,Harry,2015-02-03,"London, United Kingdom",,,f,,1.0,['phone'],t,f
25578555,https://www.airbnb.com/users/show/25578555,Sharron,2015-01-04,London,,,f,LB of Croydon,1.0,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']",t,t
144254447,https://www.airbnb.com/users/show/144254447,Jill,2017-08-04,GB,,,f,LB of Croydon,1.0,"['email', 'phone', 'reviews']",f,f
161939452,https://www.airbnb.com/users/show/161939452,Shannon,2017-12-09,GB,,,f,,1.0,"['email', 'phone']",t,f
